PdfType: replica
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00 
1.14018E+00 1.22539E+00 1.32482E+00 1.44156E+00 1.57954E+00 1.74381E+00 1.94091E+00 2.12132E+00 2.17945E+00 2.49622E+00 2.89383E+00 3.39925E+00 4.05063E+00 4.90286E+00 6.03623E+00 7.57063E+00 9.68869E+00 1.26749E+01 1.69835E+01 2.33578E+01 3.30501E+01 4.82334E+01 7.28041E+01 1.13998E+02 1.85779E+02 3.16228E+02 
-5 -4 -3 -2 -1 1 2 3 4 5 21 
5.69900E-02 1.68496E-01 -1.62596E-02 1.63898E+00 1.63897E+00 1.63892E+00 1.64019E+00 -1.62612E-02 1.68496E-01 5.69900E-02 -1.20105E+00 
5.69900E-02 1.68496E-01 9.05915E-03 1.65076E+00 1.65075E+00 1.65070E+00 1.65201E+00 9.05751E-03 1.68496E-01 5.69900E-02 -4.28575E-01 
5.69900E-02 1.80278E-02 4.74090E-02 1.67561E+00 1.67561E+00 1.67557E+00 1.67692E+00 4.74073E-02 1.80278E-02 5.69900E-02 5.57023E-01 
5.69900E-02 7.14547E-02 1.00917E-01 1.71565E+00 1.71565E+00 1.71562E+00 1.71701E+00 1.00916E-01 7.14547E-02 5.69900E-02 1.78972E+00 
5.69900E-02 1.43568E-01 1.73114E-01 1.77425E+00 1.77425E+00 1.77422E+00 1.77565E+00 1.73113E-01 1.43568E-01 5.69900E-02 3.38538E+00 
5.69900E-02 2.37684E-01 2.67316E-01 1.85473E+00 1.85473E+00 1.85471E+00 1.85619E+00 2.67314E-01 2.37684E-01 5.69900E-02 5.44342E+00 
5.69900E-02 3.57568E-01 3.87288E-01 1.96087E+00 1.96088E+00 1.96087E+00 1.96239E+00 3.87286E-01 3.57568E-01 5.69900E-02 8.08470E+00 
5.69900E-02 4.70693E-01 5.00482E-01 2.06331E+00 2.06331E+00 2.06331E+00 2.06486E+00 5.00481E-01 4.70693E-01 5.69900E-02 1.06197E+01 
5.69900E-02 5.07477E-01 5.37287E-01 2.09695E+00 2.09696E+00 2.09696E+00 2.09852E+00 5.37285E-01 5.07477E-01 5.69900E-02 1.14542E+01 
5.69900E-02 7.08320E-01 7.38229E-01 2.28280E+00 2.28280E+00 2.28282E+00 2.28443E+00 7.38227E-01 7.08320E-01 5.69900E-02 1.61019E+01 
5.69900E-02 9.56580E-01 9.86589E-01 2.51598E+00 2.51599E+00 2.51602E+00 2.51768E+00 9.86588E-01 9.56580E-01 5.69900E-02 2.20520E+01 
5.69900E-02 1.26014E+00 1.29025E+00 2.80441E+00 2.80442E+00 2.80446E+00 2.80618E+00 1.29025E+00 1.26014E+00 5.69900E-02 2.96050E+01 
5.69900E-02 1.62801E+00 1.65823E+00 3.15709E+00 3.15710E+00 3.15715E+00 3.15893E+00 1.65823E+00 1.62801E+00 5.69900E-02 3.91100E+01 
3.40313E-01 2.02644E+00 2.05677E+00 3.54044E+00 3.54046E+00 3.54052E+00 3.54236E+00 2.05677E+00 2.02644E+00 3.40313E-01 5.08752E+01 
8.32334E-01 2.50409E+00 2.53453E+00 4.00292E+00 4.00293E+00 4.00302E+00 4.00491E+00 2.53453E+00 2.50409E+00 8.32334E-01 6.53231E+01 
1.42760E+00 3.08485E+00 3.11540E+00 4.56838E+00 4.56840E+00 4.56850E+00 4.57046E+00 3.11540E+00 3.08485E+00 1.42760E+00 8.29779E+01 
2.14284E+00 3.78545E+00 3.81611E+00 5.25359E+00 5.25361E+00 5.25372E+00 5.25574E+00 3.81611E+00 3.78545E+00 2.14284E+00 1.04424E+02 
2.99698E+00 4.62485E+00 4.65563E+00 6.07751E+00 6.07754E+00 6.07767E+00 6.07976E+00 4.65563E+00 4.62485E+00 2.99698E+00 1.30317E+02 
4.01147E+00 5.62450E+00 5.65540E+00 7.06162E+00 7.06165E+00 7.06180E+00 7.06396E+00 5.65539E+00 5.62450E+00 4.01147E+00 1.61390E+02 
5.21040E+00 6.80851E+00 6.83953E+00 8.23004E+00 8.23007E+00 8.23025E+00 8.23248E+00 6.83952E+00 6.80851E+00 5.21040E+00 1.98452E+02 
6.62080E+00 8.20392E+00 8.23506E+00 9.60983E+00 9.60986E+00 9.61006E+00 9.61237E+00 8.23506E+00 8.20392E+00 6.62080E+00 2.42385E+02 
8.27281E+00 9.84088E+00 9.87216E+00 1.12312E+01 1.12312E+01 1.12314E+01 1.12338E+01 9.87216E+00 9.84088E+00 8.27281E+00 2.94147E+02 
1.01999E+01 1.17529E+01 1.17843E+01 1.31275E+01 1.31276E+01 1.31278E+01 1.31303E+01 1.17843E+01 1.17529E+01 1.01999E+01 3.54770E+02 
1.24391E+01 1.39769E+01 1.40085E+01 1.53359E+01 1.53360E+01 1.53363E+01 1.53388E+01 1.40085E+01 1.39769E+01 1.24391E+01 4.25345E+02 
1.50308E+01 1.65536E+01 1.65853E+01 1.78970E+01 1.78970E+01 1.78973E+01 1.79000E+01 1.65853E+01 1.65536E+01 1.50308E+01 5.07030E+02 
1.80196E+01 1.95271E+01 1.95590E+01 2.08550E+01 2.08550E+01 2.08553E+01 2.08581E+01 1.95589E+01 1.95271E+01 1.80196E+01 6.01029E+02 
5.38247E-02 1.62797E-01 -1.48650E-02 1.53398E+00 1.53398E+00 1.53395E+00 1.53539E+00 -1.48669E-02 1.62797E-01 5.38247E-02 -1.15687E+00 
5.38247E-02 1.62797E-01 1.00723E-02 1.54624E+00 1.54624E+00 1.54621E+00 1.54770E+00 1.00704E-02 1.62797E-01 5.38247E-02 -4.11294E-01 
5.38247E-02 1.75505E-02 4.74833E-02 1.57101E+00 1.57101E+00 1.57100E+00 1.57253E+00 4.74814E-02 1.75505E-02 5.38247E-02 5.40513E-01 
5.38247E-02 6.93215E-02 9.93389E-02 1.61025E+00 1.61026E+00 1.61025E+00 1.61183E+00 9.93370E-02 6.93215E-02 5.38247E-02 1.73054E+00 
5.38247E-02 1.38836E-01 1.68940E-01 1.66712E+00 1.66712E+00 1.66713E+00 1.66875E+00 1.68938E-01 1.38836E-01 5.38247E-02 3.26968E+00 
5.38247E-02 2.29163E-01 2.59356E-01 1.74468E+00 1.74469E+00 1.74471E+00 1.74637E+00 2.59354E-01 2.29163E-01 5.38247E-02 5.25183E+00 
5.38247E-02 3.43778E-01 3.74061E-01 1.84644E+00 1.84645E+00 1.84648E+00 1.84819E+00 3.74059E-01 3.43778E-01 5.38247E-02 7.79055E+00 
5.38247E-02 4.51598E-01 4.81953E-01 1.94425E+00 1.94426E+00 1.94430E+00 1.94605E+00 4.81951E-01 4.51598E-01 5.38247E-02 1.02219E+01 
5.38247E-02 4.86600E-01 5.16977E-01 1.97632E+00 1.97633E+00 1.97637E+00 1.97813E+00 5.16975E-01 4.86600E-01 5.38247E-02 1.10213E+01 
5.38247E-02 6.77312E-01 7.07790E-01 2.15300E+00 2.15301E+00 2.15306E+00 2.15488E+00 7.07788E-01 6.77312E-01 5.38247E-02 1.54646E+01 
5.38247E-02 9.12291E-01 9.42874E-01 2.37387E+00 2.37388E+00 2.37395E+00 2.37583E+00 9.42873E-01 9.12291E-01 5.38247E-02 2.11348E+01 
5.38247E-02 1.19875E+00 1.22944E+00 2.64616E+00 2.64618E+00 2.64625E+00 2.64820E+00 1.22944E+00 1.19875E+00 5.38247E-02 2.83077E+01 
5.38247E-02 1.54489E+00 1.57569E+00 2.97809E+00 2.97811E+00 2.97820E+00 2.98021E+00 1.57569E+00 1.54489E+00 5.38247E-02 3.73025E+01 
3.21002E-01 1.92034E+00 1.95125E+00 3.33943E+00 3.33945E+00 3.33956E+00 3.34163E+00 1.95125E+00 1.92034E+00 3.21002E-01 4.83707E+01 
7.83604E-01 2.36926E+00 2.40028E+00 3.77415E+00 3.77417E+00 3.77430E+00 3.77644E+00 2.40028E+00 2.36926E+00 7.83604E-01 6.19108E+01 
1.34141E+00 2.91325E+00 2.94439E+00 4.30383E+00 4.30385E+00 4.30400E+00 4.30620E+00 2.94438E+00 2.91325E+00 1.34141E+00 7.83999E+01 
2.00946E+00 3.56737E+00 3.59862E+00 4.94355E+00 4.94357E+00 4.94374E+00 4.94601E+00 3.59862E+00 3.56737E+00 2.00946E+00 9.83607E+01 
2.80479E+00 4.34865E+00 4.38003E+00 5.71035E+00 5.71038E+00 5.71057E+00 5.71292E+00 4.38003E+00 4.34865E+00 2.80479E+00 1.22378E+02 
3.74655E+00 5.27628E+00 5.30778E+00 6.62344E+00 6.62347E+00 6.62368E+00 6.62611E+00 5.30778E+00 5.27628E+00 3.74655E+00 1.51101E+02 
4.85623E+00 6.37175E+00 6.40338E+00 7.70433E+00 7.70436E+00 7.70460E+00 7.70710E+00 6.40338E+00 6.37175E+00 4.85623E+00 1.85239E+02 
6.15783E+00 7.65908E+00 7.69084E+00 8.97705E+00 8.97708E+00 8.97734E+00 8.97993E+00 7.69084E+00 7.65908E+00 6.15783E+00 2.25567E+02 
7.67802E+00 9.16495E+00 9.19684E+00 1.04683E+01 1.04683E+01 1.04686E+01 1.04713E+01 9.19683E+00 9.16495E+00 7.67802E+00 2.72918E+02 
9.44632E+00 1.09189E+01 1.09509E+01 1.22076E+01 1.22076E+01 1.22079E+01 1.22107E+01 1.09509E+01 1.09189E+01 9.44632E+00 3.28182E+02 
1.14951E+01 1.29533E+01 1.29855E+01 1.42274E+01 1.42274E+01 1.42278E+01 1.42306E+01 1.29854E+01 1.29533E+01 1.14951E+01 3.92300E+02 
1.38599E+01 1.53037E+01 1.53360E+01 1.65632E+01 1.65632E+01 1.65636E+01 1.65665E+01 1.53360E+01 1.53037E+01 1.38599E+01 4.66256E+02 
1.65793E+01 1.80086E+01 1.80411E+01 1.92535E+01 1.92536E+01 1.92540E+01 1.92570E+01 1.80411E+01 1.80086E+01 1.65793E+01 5.51073E+02 
5.08096E-02 1.57334E-01 -1.35077E-02 1.43569E+00 1.43569E+00 1.43569E+00 1.43733E+00 -1.35097E-02 1.57334E-01 5.08096E-02 -1.11530E+00 
5.08096E-02 1.57334E-01 1.10814E-02 1.44840E+00 1.44840E+00 1.44841E+00 1.45011E+00 1.10795E-02 1.57334E-01 5.08096E-02 -3.94692E-01 
5.08096E-02 1.70955E-02 4.76010E-02 1.47309E+00 1.47309E+00 1.47311E+00 1.47485E+00 4.75991E-02 1.70955E-02 5.08096E-02 5.25477E-01 
5.08096E-02 6.72806E-02 9.78735E-02 1.51155E+00 1.51155E+00 1.51158E+00 1.51337E+00 9.78716E-02 6.72806E-02 5.08096E-02 1.67523E+00 
5.08096E-02 1.34301E-01 1.64983E-01 1.56673E+00 1.56674E+00 1.56678E+00 1.56862E+00 1.64982E-01 1.34301E-01 5.08096E-02 3.16068E+00 
5.08096E-02 2.20992E-01 2.51766E-01 1.64148E+00 1.64149E+00 1.64154E+00 1.64343E+00 2.51765E-01 2.20992E-01 5.08096E-02 5.07036E+00 
5.08096E-02 3.30557E-01 3.61425E-01 1.73902E+00 1.73903E+00 1.73909E+00 1.74104E+00 3.61424E-01 3.30557E-01 5.08096E-02 7.51080E+00 
5.08096E-02 4.33302E-01 4.64243E-01 1.83240E+00 1.83241E+00 1.83248E+00 1.83447E+00 4.64242E-01 4.33302E-01 5.08096E-02 9.84267E+00 
5.08096E-02 4.66601E-01 4.97564E-01 1.86295E+00 1.86296E+00 1.86304E+00 1.86504E+00 4.97563E-01 4.66601E-01 5.08096E-02 1.06083E+01 
5.08096E-02 6.47641E-01 6.78710E-01 2.03086E+00 2.03087E+00 2.03096E+00 2.03302E+00 6.78708E-01 6.47641E-01 5.08096E-02 1.48554E+01 
5.08096E-02 8.69974E-01 9.01151E-01 2.23999E+00 2.24000E+00 2.24011E+00 2.24224E+00 9.01149E-01 8.69974E-01 5.08096E-02 2.02568E+01 
5.08096E-02 1.14018E+00 1.17147E+00 2.49694E+00 2.49696E+00 2.49708E+00 2.49927E+00 1.17146E+00 1.14018E+00 5.08096E-02 2.70656E+01 
5.08096E-02 1.46572E+00 1.49712E+00 2.80919E+00 2.80921E+00 2.80935E+00 2.81161E+00 1.49712E+00 1.46572E+00 5.08096E-02 3.55725E+01 
3.02629E-01 1.81933E+00 1.85085E+00 3.14960E+00 3.14962E+00 3.14977E+00 3.15211E+00 1.85084E+00 1.81933E+00 3.02629E-01 4.59781E+01 
7.37326E-01 2.24100E+00 2.27263E+00 3.55798E+00 3.55800E+00 3.55818E+00 3.56058E+00 2.27263E+00 2.24100E+00 7.37326E-01 5.86581E+01 
1.25970E+00 2.75022E+00 2.78197E+00 4.05381E+00 4.05383E+00 4.05403E+00 4.05651E+00 2.78197E+00 2.75022E+00 1.25970E+00 7.40460E+01 
1.88328E+00 3.36053E+00 3.39240E+00 4.65064E+00 4.65067E+00 4.65089E+00 4.65345E+00 3.39240E+00 3.36053E+00 1.88328E+00 9.26086E+01 
2.62331E+00 4.08719E+00 4.11918E+00 5.36376E+00 5.36379E+00 5.36403E+00 5.36668E+00 4.11918E+00 4.08719E+00 2.62331E+00 1.14865E+02 
3.49690E+00 4.94733E+00 4.97945E+00 6.21029E+00 6.21033E+00 6.21060E+00 6.21332E+00 4.97945E+00 4.94733E+00 3.49690E+00 1.41388E+02 
4.52316E+00 5.96006E+00 5.99231E+00 7.20938E+00 7.20942E+00 7.20971E+00 7.21253E+00 5.99231E+00 5.96006E+00 4.52316E+00 1.72800E+02 
