suite,prior,Q,mode,ess_abs,ess_signed,ess_inner,chi2,chi2_per_data,n_data,chi2_linear,chi2_bilinear
closure_NNPDF_truth_small,const_logrbf,2,dy,0.9994898298342058,0.9994898298342058,0.9994898225578721,7.433238532508939,0.2858937897118823,26,6.141460611681862e-07,7.433237918362878
closure_NNPDF_truth_small,const_logrbf,2,exp,0.9880440660700291,0.9880440660700291,0.9880440536731295,106.32294296555756,0.6254290762679856,170,98.88991744889844,7.433025516659112
closure_NNPDF_truth_small,const_logrbf,2,both,0.9853937609132052,0.9853937609132052,0.9853937608596806,152.43120176815646,0.6298809990419688,242,144.99820265781688,7.432999110339575
closure_NNPDF_truth_small,const_logrbf,3,lattice,,,,47.30293248684253,0.5500340986842155,86,47.30293248684253,0.0
closure_NNPDF_truth_small,const_logrbf,3,dis,,,,104.76512441595604,0.6630704076959243,158,104.76512441595604,0.0
closure_NNPDF_truth_small,const_logrbf,3,dy,0.9996130488199704,0.9996130488199704,0.9996130423120443,7.385064100942843,0.28404092695934013,26,6.139985441044499e-07,7.385063486944299
closure_NNPDF_truth_small,const_logrbf,3,exp,0.9931035080307169,0.9931035080307169,0.9931035004970628,111.97599756100118,0.6586823385941246,170,104.59161078903348,7.384386771967697
closure_NNPDF_truth_small,const_logrbf,3,both,0.9927442150941539,0.9927442150941539,0.9927442150889068,164.8634885488609,0.6812540849126483,242,157.479168425355,7.3843201235058835
closure_NNPDF_truth_small,const_logrbf,4,lattice,,,,71.9246765177139,0.8363334478803942,86,71.9246765177139,0.0
closure_NNPDF_truth_small,const_logrbf,4,dis,,,,131.69080410270934,0.8334861019158819,158,131.69080410270934,0.0
closure_NNPDF_truth_small,const_logrbf,4,dy,0.9995798908424354,0.9995798908424354,0.9995798825095908,11.965348116084645,0.46020569677248635,26,6.139251159245687e-07,11.96534750215953
closure_NNPDF_truth_small,const_logrbf,4,exp,0.9904803018473494,0.9904803018473494,0.990480298922403,143.3428217540814,0.8431930691416553,170,131.37707980457952,11.965741949501885
closure_NNPDF_truth_small,const_logrbf,4,both,0.9935072997271296,0.9935072997271296,0.9935072997227675,219.7374648443123,0.9080060530756707,242,207.77170051002906,11.965764334283259
closure_NNPDF_truth_small,const_logrbf,5,lattice,,,,34.48088930732914,0.40094057334103655,86,34.48088930732914,0.0
closure_NNPDF_truth_small,const_logrbf,5,dis,,,,115.45812885709492,0.7307476509942716,158,115.45812885709492,0.0
closure_NNPDF_truth_small,const_logrbf,5,dy,0.9995349183854787,0.9995349183854787,0.999534910878062,12.38552950883639,0.47636651957063036,26,6.138497042705693e-07,12.385528894986686
closure_NNPDF_truth_small,const_logrbf,5,exp,0.992641547967458,0.992641547967458,0.9926415467936963,128.03902223177698,0.7531707190104528,170,115.65365556247878,12.385366669298195
closure_NNPDF_truth_small,const_logrbf,5,both,0.991498553898041,0.991498553898041,0.9914985538890914,170.5082367342563,0.7045794906374226,242,158.12288624100378,12.38535049325251
